station,mae,rmse,n
ASSEMBLEE NATIONALE,0.36549954781682126,0.6002022699119689,14784.0
LES NOUES,0.36564129534925505,0.6141086997791991,13319.0
BALARD,0.36576960941482345,0.654059648693382,15488.0
PIGALLE,0.3659783561029121,0.6347279114203331,15526.0
HOUILLES-CARRIERES-SUR-SEINE,0.366284160943187,0.634473780267939,15631.0
VAIRES-TORCY,0.3670717012679702,0.6231458998742762,14168.0
SAINTE-GENEVIEVE-DES-BOIS,0.36712898179685166,0.6365575905916813,14180.0
ASNIERES SUR S,0.3673413524033495,0.6271514306650284,14914.0
SAINT-CLOUD,0.3676955355767515,0.6562405303096139,15501.0
QUATRE SEPTEMBRE,0.36789321980060485,0.6407198395734026,14091.0
DUGNY COURNEUVE,0.3682371437930459,0.6334117701409033,14602.0
LES HALLES,0.36840766321777146,0.655838659090315,16858.0
CHAVILLE-VELIZY,0.3685155258777543,0.610579608978077,13377.0
SAINT-GERMAIN-EN-LAYE,0.36894710528271407,0.6315407435925041,15466.0
PLAISIR-GRIGNON,0.369183181150496,0.6520079696121629,14784.0
LA MUETTE,0.3693763935476258,0.6979364725653874,14821.0
VILLEPARISIS-MITRY-LE-NEUF,0.3696045059778398,0.6503872980698495,14567.0
LA VARENNE-CHENNEVIERES,0.3701023800945595,0.6537081845719706,15488.0
GAGNY GARE,0.37018111234849754,0.6499740389098215,14254.0
SCEAUX,0.3702439398746436,0.6007279441829151,14784.0
LA CROIX-DE-BERNY-FRESNES,0.3704279580926379,0.6697644642721033,15488.0
PONT DE NEUILLY (AVENUE DE MADRID),0.37082061554488865,0.7042570501158066,15236.0
BASTILLE,0.3711410920568686,0.6305995779521925,16809.0
GIF-SUR-YVETTE,0.37163642929391866,0.6266570160262415,14080.0
EVRY,0.3717931512315833,0.605214206020347,13476.0
SAINT-LAZARE,0.3718612445427075,0.6704107422725595,16896.0
LAGNY-THORIGNY,0.37210089568766946,0.6587836146557642,15322.0
CHAMP DE COURSES D'ENGHIEN,0.37280855216240694,0.6171497500815921,14180.0
SAINT-REMY-LES-CHEVREUSE,0.37290026029162016,0.5995639962970924,14080.0
PORTE DE PANTIN,0.3729013841376003,0.6086602182042561,15388.0
CERGY-PREFECTURE,0.37312515776704575,0.685086468011412,15488.0
ORANGIS-BOIS DE L'EPINE,0.3733962483102248,0.6594253556849874,14177.0
BOISSIERE,0.3734280183207577,0.6681089974311667,14595.0
BOUSSY-SAINT-ANTOINE,0.3734861234776894,0.6581113798862867,15149.0
SULLY-MORLAND,0.3735955568183994,0.6254430015179968,14884.0
CONFLANS-SAINTE-HONORINE,0.3738516351398291,0.6358401378795918,15697.0
VERSAILLES RIVE DROITE,0.37391685865830976,0.6342154162707816,14637.0
SANNOIS,0.37393298271044956,0.6347705404198983,14784.0
CORMEILLES-EN-PARISIS,0.37461256595722475,0.6381298210451551,14661.0
NOISIEL,0.3746908174224203,0.6475621548537048,15488.0
HERBLAY,0.37538927874367356,0.6451102442754035,14697.0
LA FERTE-SOUS-JOUARRE,0.37561244829277085,0.6550436231737896,12247.0
LIBERTE,0.3757413288740083,0.6177155786559633,14884.0
TRAPPES,0.3758769082350915,0.6742874964757135,14784.0
SAINT-QUENTIN-EN-YVELINES,0.3760007044326083,0.6902329439370032,15041.0
GARE D'AUSTER.,0.3765509995755507,0.5943751119285494,16343.0
NOGENT-SUR-MARNE,0.37671986441297123,0.6957858530520956,15388.0
SAINT-GEORGES,0.3767330431910087,0.6174906541491031,14700.0
SARTROUVILLE,0.3771073372085393,0.6641337003987541,15621.0
CHAMPIGNY,0.37721203923651414,0.6740492202876649,15488.0
VAL-DE-FONTENAY,0.3778300442895677,0.6801703746569403,15466.0
VILLENEUVE-SAINT-GEORGES,0.3781081964472793,0.6712440287907921,15488.0
SOLFERINO,0.37889799656746115,0.6158011724899652,14742.0
AVENUE DU PRESIDENT KENNEDY,0.3791511780535229,0.6606938692956679,12326.0
LE VESINET-CENTRE,0.37923522884521876,0.6482735654002499,15466.0
VAL-D'ARGENTEUIL,0.3793588213144632,0.6139254808560417,14917.0
MADELEINE,0.3796973918609822,0.6454771095869177,15552.0
PORTE D'ORLEANS,0.3797397779313506,0.6918864759477505,15868.0
SAINT-DENIS-UNIVERSITE,0.3801074902654329,0.6672366577106805,14784.0
JOINVILLE-LE-PONT,0.38014155431846985,0.6739904662168583,15488.0
CHATELET,0.38024899214539026,0.6596884219972908,16882.0
BOLIVAR,0.38082651256931827,0.6512423183962611,14799.0
PALAISEAU-VILLEBON,0.3810093235555179,0.6635563639110501,14180.0
BECON-LES-BRUYERES,0.3813105582033565,0.6584614952439601,14584.0
SAINT-DENIS-PORTE DE PARIS,0.38172593800629817,0.6902311616795711,14884.0
LA HACQUINIERE,0.3817905059305915,0.6235577950558812,14080.0
GARE DE GENNEVILLIERS,0.3820313681486671,0.6649103452884837,12686.0
VARENNE,0.3820966007723505,0.6534307598224508,14679.0
CARREFOUR PLEYEL,0.3821743760328371,0.6390308829833765,14784.0
BUSSY-SAINT-GEORGES,0.38236209839329616,0.6668555975349759,15488.0
TORCY,0.3823750577570254,0.6870788237867347,15791.0
PUTEAUX,0.38251630683648075,0.6627534462812642,14080.0
SUCY-BONNEUIL,0.3827288986549067,0.6911636472358348,15488.0
REPUBLIQUE,0.3829799072645765,0.6759748073635845,16371.0
LIEUSAINT-MOISSY,0.3844021592027274,0.6469540942236077,14786.0
ROBINSON,0.38479663133204317,0.6478675626832459,15444.0
VIROFLAY RIVE DROITE,0.38494339581908243,0.664083649780672,13980.0
PONT-NEUF (LA MONNAIE),0.385169967484852,0.644337893551138,14742.0
VERSAILLES-CHANTIERS,0.3852523857995479,0.6898041543556196,15501.0
MAISON BLANCHE,0.3854534778235458,0.633335147971576,14934.0
ABLON,0.38554016685441184,0.6486467657070933,13376.0
PROVINS,0.3856061448135981,0.5606635830781861,11968.0
LOZERE,0.38564916474347105,0.6440262567962661,14180.0
ECOUEN-EZANVILLE,0.38584743495771123,0.6699157971587122,13576.0
FONTAINEBLEAU-AVON,0.38624069684591245,0.6629169896698417,13376.0
MONCEAU,0.3868397216028357,0.66784063810159,14884.0
FRANCONVILLE-LE-PLESSIS-BOUCHARD,0.38770508621281663,0.6837311179689649,14325.0
PRE SAINT-GERVAIS,0.38809534584309546,0.6438405007090161,15165.0
MONTREUIL,0.3881324197629879,0.6564064118918717,14280.0
LES BOULLEREAUX-CHAMPIGNY,0.3888216580060393,0.6538906220343607,14160.0
LE MEE,0.3888707295996236,0.6343999566693125,14784.0
LA CELLE-SAINT-CLOUD,0.39022689774648145,0.6664627068046124,14080.0
DEUIL-MONTMAGNY,0.3902441861784001,0.6523708834974605,14080.0
CHATEAU DE VINCENNES,0.39037757732611733,0.6659599071038043,15688.0
PIERRELAYE,0.39059878466804726,0.6589153647186078,13556.0
MONTGERON-CROSNE,0.3911098321158402,0.6842679567199024,14784.0
QUAI DE LA RAPEE,0.3911381841777992,0.6230484873986178,14842.0
LE VAL-D'OR,0.39133526616751635,0.6870818325875606,14884.0
BRY-SUR-MARNE,0.3917656336956775,0.690531715391261,15488.0
CHAMPS-ELYSEES-CLEMENCEAU,0.3919558804430319,0.6198949571899343,14842.0
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,0.39198179167965813,0.642420061660797,12195.0
MONTSOULT-MAFFLIERS,0.392660004493597,0.6414452564632581,14080.0
CERGY-SAINT-CHRISTOPHE,0.3929364642556279,0.6865386649614659,15286.0
CHATOU-CROISSY,0.3929777209159712,0.659444997879813,15488.0
SAINT-FRANCOIS-XAVIER,0.3930563718420334,0.6813163396044861,14784.0
OBERKAMPF,0.3940266910268231,0.7033693436727271,16133.0
RUEIL-MALMAISON,0.39425684360422536,0.692779919138832,15488.0
BOULEVARD VICTOR,0.39468112177247483,0.6771433712423707,13856.0
TRAITE DE ROME T12,0.39513808777937237,0.5594638975746988,12144.0
PORTE DE CLICHY,0.39539889127416816,0.7039140226645513,16896.0
IENA,0.3963291233620814,0.6552791325662946,14849.0
VAUCRESSON,0.3964143625663698,0.674671075661051,13462.0
SAINT-LEU-LA-FORET,0.3968453749620009,0.673743240495365,13476.0
LOGNES,0.3970239600493673,0.6798424352179212,15488.0
GARE DE LYON,0.39808653148358814,0.6478465404094539,16896.0
FRATERNELLE,0.39838131755998085,0.6570344856716384,11342.0
LE VESINET-LE PECQ,0.39849670745926286,0.6570524073782846,15165.0
SAINT-OUEN,0.3986111114470885,0.6705086937573986,13198.0
GROSLAY,0.39955591341323377,0.655936046367618,13338.0
CHATEAU-LANDON,0.3996270433929857,0.6773152027813784,14721.0
PORTE DE VERSAILLES,0.3996495843395321,0.6512369180183137,14587.0
BUTTES-CHAUMONT,0.399658919775289,0.6180387095056661,14658.0
DANUBE,0.4014526266930416,0.6605821342813812,14140.0
GOUSSAINVILLE,0.40169859508977696,0.7000070045268504,14280.0
CITE,0.4019802794935352,0.6222748630864459,14779.0
LA BARRE-ORMESSON,0.4022618361011499,0.6690492459251842,14180.0
BELLEVUE,0.40265348669237666,0.6655948853514443,13759.0
VANVES-MALAKOFF,0.40383718462483476,0.6833169108668355,13940.0
GRANDS BOULEVARDS (RUE MONTMARTRE),0.40393291001051734,0.6492696355497074,15543.0
MEUDON,0.40419874756590507,0.6416731679161242,13840.0
SEVRES RIVE GAUCHE,0.40429448098475496,0.6483292609643706,13182.0
LA VERRIERE,0.4046483275585939,0.6818776286638852,15488.0
EPINAY-SUR-ORGE,0.4050200546970768,0.6850521732589655,14180.0
BOIS BRIARD T12,0.4052337615846419,0.5726452377097163,11076.0
LOUVECIENNES,0.4055681774003206,0.668793812753512,13276.0
AVENUE FOCH,0.4057817333193345,0.7045689856229443,12891.0
VAL-D'EUROPE,0.4059688141295959,0.6742765543460357,15488.0
CHANTELOUP-LES-VIGNES,0.4062984547242018,0.6635160766548298,11968.0
HOUDAN,0.40646255539889753,0.663730567548499,12268.0
TAVERNY,0.40741343479967007,0.6832740540021968,13376.0
PORTE DES LILAS,0.40749654325828366,0.7538031645005805,15576.0
GARCHES-MARNES-LA-COQUETTE,0.40766018933215825,0.6826314230813624,14222.0
FAREMOUTIERS-POMMEUSE,0.40820419555141957,0.5994686189958048,11164.0
CHAVILLE RIVE DROITE,0.40853178624403874,0.6741177486233799,14098.0
CAMBRONNE,0.4086964756695169,0.7321156445051097,12457.0
PORTE DE LA VILLETTE,0.4087612625200343,0.624904825105587,15388.0
CORBEIL-ESSONNES,0.40882799252137797,0.7019896979112372,14080.0
VERNOUILLET-VERNEUIL,0.4094452270255664,0.6809798580413797,14280.0
TUILERIES,0.4100240801393594,0.6502368170747364,13372.0
FR. POPULAIRE,0.4104154897002059,0.694461421169898,14884.0
SAINT-OUEN-L'AUMONE-LIESSE,0.4110624598942576,0.706476220600881,13959.0
VILLENEUVE-LE-ROI,0.4115267310595178,0.7004128984773027,13357.0
PARC-DE-SCEAUX,0.4116747699973067,0.6708285585943731,14820.0
FRANKLIN-D.ROOSEVELT,0.4116754991737496,0.7063078586545454,15683.0
ABBESSES,0.4132727838634285,0.6560574747770567,14700.0
VILLIERS-NEAUPHLE PONTCHARTRAIN,0.41330865131029854,0.6698396417714622,12054.0
AEROPORT CHARLES DE GAULLE 1,0.41334366961378677,0.6553252807677465,14898.0
CHENAY-GAGNY,0.41371519011347596,0.6654297385509205,14168.0
CONCORDE,0.4139622002316061,0.6653190222758971,16043.0
MUSEE D'ORSAY,0.41398861981909435,0.6438456303538012,12826.0
GROS-NOYER-SAINT-PRIX,0.4149352939278612,0.6734010090130839,13376.0
VILLEPREUX-LES-CLAYES,0.41517062487749007,0.7322010265643208,13946.0
LES ARDOINES,0.41533382218538156,0.6517212492729516,13577.0
MICHEL-ANGE-MOLITOR,0.41601569189605314,0.6920115427341652,14884.0
COUR SAINT-EMILION,0.41608687914590975,0.6659238247589371,15344.0
NANGIS,0.41645662589016536,0.659400728254762,12038.0
ERMONT-HALTE,0.41688043782588996,0.6775537289974192,13054.0
DOURDAN,0.4174555675818508,0.6383675364660973,13321.0
MAISONS-LAFFITTE,0.4181847412788858,0.7256035329790991,15488.0
STRASBOURG-SAINT-DENIS,0.4184911142104033,0.7210633814618713,16392.0
MENNECY,0.4187462321620899,0.6537630321316691,11164.0
LES GRESILLONS,0.41878746747539464,0.7011039981525785,12404.0
CLAMART,0.4203626552741378,0.6972175036965268,14565.0
NEMOURS-SAINT-PIERRE,0.42054808811082717,0.7033900098564645,12772.0
SAINT-MICHEL-SUR-ORGE,0.42136214708844427,0.7026707893216111,14180.0
MORET-VENEUX-LES-SABLONS,0.4220505226144287,0.6618967737550899,12470.0
LA FRETTE-MONTIGNY,0.4221340431683523,0.6600942847820925,13276.0
RIS-ORANGIS,0.4224097656716221,0.6690659198407067,13677.0
PONT DE SEVRES,0.4234523509775696,0.7126493229052545,15466.0
COURCELLE-SUR-YVETTE,0.42406885095699876,0.6809535115229634,14080.0
SURESNES-MONT VALERIEN,0.42468487945929617,0.7348325183728001,15488.0
PANTIN,0.4247597860982517,0.7259916739787428,14636.0
MIROMESNIL,0.4248968350147338,0.8033512939756989,15413.0
LA PLAINE-STADE DE FRANCE,0.4250729768348641,0.7432127446472538,15492.0
SAINT-GRATIEN,0.42581871678510275,0.7468544383442811,13796.0
BOUFFEMONT-MOISSELLES,0.4259188534714824,0.7029064676811269,12972.0
CHAVILLE RIVE GAUCHE,0.4260890873596867,0.6504374537782017,13880.0
MAGENTA,0.42620692967399254,0.6987592555342662,14907.0
BREUILLET-BRUYERES-LE-CHATEL,0.4271851296136958,0.7048558267061116,12068.0
PYRAMIDES,0.42732169741757453,0.7053320549748274,15425.0
MARLY-LE-ROI,0.4273585529653293,0.7121977396302429,13576.0
CRECY LA C T14,0.42830996370961266,0.5914418882123609,4667.0
ANVERS,0.42861952048462093,0.7000624972385239,15578.0
MITRY-CLAYE,0.42906511567206523,0.719740773075795,14166.0
PERSAN-BEAUMONT,0.42917132865885516,0.7230747528098291,14408.0
LES YVRIS-NOISY-LE-GRAND,0.42927254500472395,0.6977450930380034,12772.0
LA NORVILLE-SAINT-GERMAIN-LES-ARPAJON,0.4294558888509636,0.7028549167782253,12772.0
PORTE DE SAINT-CLOUD,0.4296253534182836,0.7055851868973417,16696.0
OZOIR-LA-FERRIERE,0.43020597935466454,0.7277109253064715,13438.0
IGNY,0.430990144715402,0.697964810058397,11564.0
COUILLY ST G T14,0.43167934383955436,0.5800790920903066,3993.0
PONTHIERRY-PRINGY,0.43173390918718463,0.6804435467242776,11064.0
PRESLES-COURCELLES,0.43224718892340275,0.6362817940069315,12154.0
BOURAY,0.4327368015603445,0.7010772049263212,12772.0
SAINT-CHERON,0.43291582652665617,0.6976409496252951,11968.0
ARPAJON,0.43307973024059115,0.721294135115609,13476.0
ESBLY,0.4343616088913942,0.7262102714309043,13476.0
PORCHEFONTAINE,0.43502216199793586,0.6820151634992272,12803.0
L'ISLE-ADAM-PARMAIN,0.4364680895166852,0.6705469760366912,13476.0
VILLENNES-SUR-SEINE,0.43677244630700185,0.6821321412121989,12742.0
MANTES-STATION,0.4374747273506578,0.715924479471334,14080.0
SEVRES-VILLE-D'AVRAY,0.4377086439557507,0.7391054265584914,14160.0
ETRECHY,0.43821180578458335,0.7045278975826368,12572.0
VERNEUIL-L'ETANG,0.4387771556525272,0.7225537267420966,11856.0
GARGENVILLE,0.4390208398757263,0.6782485948098724,11718.0
CHAMPBENOIST-POIGNY,0.4392238948342067,0.6619104311918321,10645.0
LES CLAIRIERES-DE-VERNEUIL,0.4394393999446334,0.672361101155491,11999.0
BOIS-LE-ROI,0.4394783593906005,0.6617731406196333,12872.0
TROCADERO,0.4404527193225903,0.733189158078932,15239.0
PLAISIR-LES-CLAYES,0.4405181429225169,0.6418817365858018,13934.0
GRAVIGNY BAL T12,0.4405605413837428,0.6879505527827837,11565.0
BRETIGNY,0.44088633968213103,0.7992153800493315,16620.0
BREUILLET-VILLAGE,0.4412593668609033,0.7093837186829656,12168.0
MEULAN-HARDRICOURT,0.4421455618381275,0.672287564813131,12472.0
LE GUICHET,0.4423527765513756,0.7837512275688112,14166.0
CHAMPLAN T12,0.4433183552120632,0.6249429477913303,8017.0
MONTFORT-L'AMAURY-MERE,0.44350257000673554,0.6992166665012715,11951.0
MONTEREAU,0.4435873991594635,0.7127649767735409,13576.0
PORTE DE LA CHAPELLE,0.44432775469756236,0.7206353001479231,14884.0
VAUCELLES,0.4448069752211345,0.6833556855079645,13176.0
CESSON,0.44518729821588465,0.7395017236880584,13476.0
EPONE-MEZIERES,0.4462448316935603,0.739829019848786,12772.0
LES-ESSARTS-LE-ROI,0.4464609113153804,0.7382936265247863,12672.0
ROISSY-EN-BRIE,0.44657042306478545,0.7327743781381341,13660.0
PONT-PETIT,0.44686055907056066,0.7179822726397176,9256.0
MAROLLES-EN-HUREPOIX,0.4468917582178419,0.713807589662257,12872.0
LUZARCHES,0.44760927779700943,0.6919972097602873,11464.0
DOURDAN-LA-FORET,0.4483080987874215,0.7640852719631889,5257.0
PALAIS ROYAL-MUSEE DU LOUVRE,0.4486923261027386,0.6975167244607186,16065.0
BESSANCOURT,0.4492148038692215,0.7400189405675994,13376.0
PETIT-JOUY-LES-LOGES,0.4496821592796679,0.6836781998250135,10160.0
CHAMP DE MARS-TOUR EIFFEL,0.45058481601212663,0.7029611106428015,14023.0
TOURNAN,0.4513722857265142,0.7317567175587179,13476.0
FONTENAY-LE-FLEURY,0.45202744871161044,0.7285332331457567,13907.0
TRIEL-SUR-SEINE,0.4526992142508228,0.7234203982627634,12472.0
VALMONDOIS,0.45378967990096,0.7009294480926036,12068.0
CHARLES DE GAULLE ETOILE,0.45429388827379436,0.7152050780019797,16673.0
NEUVILLE UNIVERSITE,0.45521277536954424,0.8032135320710192,14884.0
TRILPORT,0.4556403666837349,0.7459366924318113,11999.0
ESSONNES-ROBINSON,0.4567284683312065,0.6615531518996101,10793.0
BIEVRES,0.45786709480085996,0.7069159032167983,11767.0
L'ETANG-LA-VILLE,0.4584975838616129,0.7017023483441656,12672.0
PELLEPORT,0.4585471163322633,0.7218900010593511,14583.0
BIR-HAKEIM (GRENELLE),0.46077502133901577,0.7243377170703933,14466.0
MAULE,0.4607844857148251,0.6918579964789497,10530.0
RAMBOUILLET,0.4609825849268926,0.7791997281944886,14280.0
GRETZ-ARMAINVILLIERS,0.46132397527969576,0.7080071222146004,12937.0
MORMANT,0.4618335126312106,0.7347252687000307,11264.0
CHESSY - MARNE-LA-VALLEE,0.4620087595720556,0.7089691519390614,16092.0
LA FERTE-ALAIS,0.46243646541518596,0.7095748957862023,11164.0
VAUX-SUR-SEINE,0.4633965669807827,0.7158529837322574,11968.0
VAUBOYEN,0.4634067700114265,0.7169766169178865,10232.0
ANDRESY,0.4654951669674389,0.7114511457485182,11968.0
SOUPPES CHATEAU,0.467950464626565,0.7106720268582268,12672.0
COMBS-LA-VILLE-QUINCY,0.4681795185463985,0.7799090501779187,15388.0
COULOMMIERS,0.468186867433068,0.7311578231562244,12548.0
EGLISE D'AUTEUIL,0.4689823827300125,0.7107112819137819,14079.0
CHANGIS-SAINT-JEAN,0.4691745640358566,0.7057648941346624,10721.0
GRAND-BOURG,0.46959156235142013,0.6991412166784366,12134.0
VILLENEUVE-TRIAGE,0.4705245610135567,0.7244882696115114,13576.0
BOUGIVAL,0.47118494665557975,0.7407592451070716,12671.0
CHAMPAGNE-SUR-OISE,0.47147683830523895,0.7192714820724994,11264.0
NANTEUIL-SAACY,0.4726925118167875,0.7427037297902679,12270.0
SURVILLIERS-FOSSES,0.4728295614524356,0.7532337965185415,13556.0
CROUY-SUR-OURCQ,0.47351824675913073,0.6888651981674354,10371.0
VIARMES,0.4772280410727026,0.729456270291228,10660.0
GARANCIERES-LA QUEUE,0.4774317397336143,0.7171443702907899,11968.0
MERY-VAL D'OISE,0.4780228367051666,0.7426112521623219,13376.0
MOULIN-GALANT,0.47854724964634415,0.7247068173224896,11164.0
BERCY,0.4786890652146984,0.7211718717068325,16882.0
JOUY-EN-JOSAS,0.4817931086889239,0.7279871816976993,12572.0
LE PERRAY,0.4833039227050685,0.7740438706480833,12772.0
SAINT-MAMMES,0.48626329586890593,0.7153927630355271,10746.0
NANTERRE-PREFECTURE,0.48648578771844236,0.887401628048695,16165.0
ORGERUS-BEHOUST,0.4865513041898753,0.7301124890400953,11148.0
VILLABE,0.486676429439447,0.7234629578832882,11064.0
MERIEL,0.4868193842966573,0.7481396724403515,12168.0
MAISSE,0.48790116650209486,0.7123405637807496,10460.0
VILLIERS M T14,0.4903870407134229,0.6467244858195531,3615.0
EGLY,0.4905304431322333,0.7709511397158323,12068.0
MONTIGNY-SUR-LOING,0.49175728334055796,0.6577801814412892,2491.0
OSNY,0.492916885809588,0.7450082953664818,11164.0
BALLANCOURT,0.4942658598878083,0.7443493958050953,11164.0
LIZY-SUR-OURCQ,0.4956963915515231,0.7126424191240077,11248.0
CHILLY-MAZARIN,0.4958321159980348,0.7498127965717944,11070.0
MARLES-EN-BRIE,0.498044194841029,0.7804308786072356,11220.0
VERSAILLES CHATEAU,0.49885764437500474,0.7838738378700482,14059.0
BOIS ST EUTROPE T12,0.49950409790490446,0.678417510857117,10884.0
CRECY-EN-BRIE-LA-CHAPELLE,0.5002802331195916,0.7094301818055514,6848.0
COIGNIERES,0.500578981103362,0.7696513066074567,13376.0
SAINT-MARTIN-D'ETAMPES,0.5066609475305123,0.7521726005581223,12150.0
THUN-LE-PARADIS,0.5071906478209275,0.7438582217855152,11662.0
LARDY,0.5076569675206974,0.7857422186090558,11835.0
SAINT-OUEN-L'AUMONE-QUARTIER DE L'EGLISE,0.5077567679265913,0.7333878502079081,13376.0
FREPILLON,0.509392540833695,0.7737492110992084,11956.0
THIEUX-NANTOUILLET,0.5122919237529495,0.6997417528377629,4208.0
AEROPORT CHARLES DE GAULLE 2-TGV,0.5128790007713031,0.7672667906480558,14509.0
ISSOU-PORCHEVILLE,0.5138532120186088,0.7392635101789728,11248.0
BELLOY-SAINT-MARTIN,0.5149964639178233,0.7445279984155382,10518.0
MAURECOURT,0.5169530484285906,0.7724630896823292,11968.0
SAINT-GERMAIN-GRANDE-CEINTURE,0.5186078675070264,0.7181204307292356,2233.0
THOMERY,0.5194358087978934,0.7117943060357151,9855.0
CHAMPAGNE-SUR-SEINE,0.5195039779250495,0.7480693676489969,11364.0
SAINTE-COLOMBE-SEPTVEILLES,0.5206183081681246,0.728050136938148,9607.0
JUZIERS,0.523179616220851,0.7519418214795727,11164.0
BEYNES,0.5239528774985996,0.7283620313851554,9829.0
CHEMIN D'ANTONY,0.5245975484720655,0.7976378672523691,10912.0
BOURRON-MARLOTTE-GREZ,0.5256426608859779,0.7363313239380694,10302.0
MANTES-LA-JOLIE,0.5286520840607285,0.7994833296375135,14180.0
COUILLY-SAINT-GERMAIN-QUINCY,0.5326890137172184,0.7481893214983829,6315.0
VULAINES-SUR-SEINE-SAMOREAU,0.5331288462810276,0.7216549445364677,10060.0
NOINTEL-MOURS,0.533538226803196,0.8381767596679044,11968.0
DAMMARTIN-JUILLY-SAINT-MARD,0.5341639562768639,0.8661342328743572,11784.0
ERAGNY-NEUVILLE,0.5343475158233829,0.7880690771491657,13880.0
MAREIL-SUR-MAULDRE,0.5350159002387609,0.7717258538582047,9485.0
LA GRANDE PAROISSE,0.5354696468922,0.7209126510648944,9756.0
BOISSISE-LE-ROI,0.537569889947693,0.7743898224542017,10621.0
COUDRAY-MONTCEAUX,0.5465936791124583,0.7779214844963519,9512.0
CHARDON-LAGACHE,0.5469024915788331,0.8939707541892831,14459.0
COMPANS,0.5498606874567633,0.8121884282984075,3677.0
TACOIGNIERES-RICHEBOURG,0.5554378809798965,0.8183603202565395,10417.0
VILLAINES,0.5576658000142422,0.8164702846347202,8409.0
BOUTIGNY-SUR-ESSONNE,0.5627774285836423,0.7643616466337905,10460.0
ISLES-ARMENTIERES-CONGIS,0.5633229703990055,0.7995647897954341,9877.0
SERMAISE,0.5639640403597649,0.7946256892966993,9628.0
LIVRY-SUR-SEINE,0.5652670146419964,0.802796749519632,9942.0
CHAMARANDE,0.5741980925164625,0.8366977878168392,10470.0
VERNOU-SUR-SEINE,0.5745685375719156,0.7807024487466648,7059.0
VILLIERS-MONTBARBIN,0.5751706228561214,0.7881834333194943,5645.0
LIMAY,0.5769646863773712,0.8350882246934288,12472.0
ACHERES-GRAND-CORMIER,0.5819901318372596,0.7906192091990082,9983.0
LONGJUMEAU,0.583085859002718,0.8467086299549984,11304.0
BAGNEUX-SUR-LOING,0.58391024819643,0.7720411452919459,10485.0
MORTCERF,0.5896587779668535,0.8247622056419099,9201.0
MONTGEROULT-COURCELLES,0.5950521383743664,0.8030053848802412,3221.0
GUERARD-LA-CELLE-SUR-MORIN,0.5991440667041724,0.8545312040303222,8508.0
SEUGY,0.6018355572351057,0.8816882897479964,8874.0
NEZEL-AULNAY,0.6050622276605998,0.8298156357477812,8880.0
GAZERAN,0.6057082289533725,0.8747864909398917,10964.0
MOUROUX,0.606340719236548,0.8371887612585551,8931.0
US,0.6071560443048296,0.8660234413965607,6246.0
HERICY,0.6084466192934573,0.7999340545575084,9630.0
CHARS,0.6089444588290212,0.8435257014344439,9382.0
AUVERS-SUR-OISE,0.6091224778457408,0.8343586333912097,9656.0
LE PLESSIS-CHENET,0.6319227551595396,0.8629131863537914,4156.0
BOISSY-L'AILLERIE,0.6344752953727207,0.8936078239686328,10242.0
BUNO-GIRONVILLE,0.6430782451064125,0.9283173031210061,6585.0
SANTEUIL-LE-PERCHAY,0.6476109874738183,0.8715756917217866,5040.0
CHAPONVAL,0.6516344023817825,0.8683688047840572,4724.0
BOIGNEVILLE,0.6521160067561473,0.9198798352274287,7032.0
EPLUCHES,0.6550362046926999,0.8957335077238826,9056.0
FONTAINE-LE-PORT,0.6592689772044448,0.8862366055285925,6926.0
VOSVES,0.6712447774758606,0.9142803011998285,2482.0
MONTRY-CONDE,0.6924250709075989,0.9591913742488596,5276.0
GUILLERVAL,0.6982103345106293,1.007470175209208,845.0
BRUYERES-SUR-OISE,0.7135696631346657,0.9671457280770431,8641.0
CHARTRETTES,0.7166120109507889,0.9597443712638436,8286.0
ROSNY-SUR-SEINE,0.8291424313229407,1.1489546784278462,8612.0
BONNIERES,0.8481179329709447,1.1873739187353867,9386.0
MONNERVILLE,0.8789256047415753,1.2175045344092004,946.0
BREVAL,0.941837340948405,1.2712674867605231,7623.0
ANGERVILLE,0.9507286515301451,1.2715060550217332,4314.0
